x,y
261.5249652744634,336.54028781944635
256.31242077633175,333.756587794241
241.76468356361013,325.17404124500587
243.59020051246284,326.07850988546477
240.19036395517793,324.38222697098024
256.5924736622599,333.981047868022
260.945921323499,336.40889858012616
253.70632488736035,332.07018186686383
258.2246176831833,334.56525599913726
242.4927211522743,325.6501665912606
251.27116189036457,330.7155200698095
238.18502863026225,323.06670956803157
243.28863078275833,326.1888174827512
257.5172048186257,334.55329028705654
247.91393655709632,328.82127770704506
260.4655312845852,336.0608075006296
254.70573169661407,332.60863368851705
273.6109198090326,343.79313045855594
250.8157896534241,330.4623194750194
237.8491212688051,322.91783397540667
249.697779986697,329.8328672962088
241.63644196919128,325.22579492008896
258.45566627730994,334.89795641211384
250.30325035305196,330.31435627050126
248.79199261406904,329.34689382639453
248.93917906850444,329.3547479734496
256.39147994719656,333.73644835485266
246.0565802703087,327.7809586805015
256.79426741988334,333.77297952662434
258.9974409461117,335.3273985101603
247.05201105286233,328.2632323844863
241.99396718791695,325.34592321336186
245.52002123731816,327.500244481082
256.11236815495954,333.6152526083231
250.83593210470897,330.401700553988
255.41646395025666,333.21990801281044
265.2955087705557,338.76615112784674
251.90913925935584,331.3123482629739
243.0358107190386,325.8835918403444
259.1455823392517,335.30785690085895
250.48389897254106,330.18907958342123
257.44447923847804,334.55472687627343
259.2954412938706,335.2237942821971
241.6685281232319,325.250370663858
262.0052564743235,336.8463779120154
257.85629149052784,334.494943178466
244.7473578280317,327.0197556661374
252.5753774977984,331.6282977225606
252.14631238420935,331.42662772123725
250.28410299086204,329.98655547456144
257.5376090810473,334.38275788028136
262.37489626610244,337.3131774953867
250.14754059096717,329.8905796550788
261.51005121975925,336.68163304909865
258.5581898376976,334.9408325903703
251.99101665110396,331.1973811651004
251.56438674286107,330.81402111972386
240.09027202761243,324.11284490416153
237.0986197841173,322.33047815752934
251.38032015598966,330.9096713213013
242.53223567643627,325.8159688707753
249.641606673407,329.8280326099603
245.39639224849245,327.28042768672776
234.59231821574537,320.9169575775726
253.0661808289216,331.8353098578468
246.4650882226991,327.8320106907609
250.73010615534952,330.3393932948321
242.29467974799996,325.483600692469
247.11027434259466,328.3088067106668
263.5512404401787,337.7361658746861
251.1116113788849,330.6456526149213
254.79056167645805,332.6940306808357
238.95885864967724,323.7063816547879
270.6381051508641,342.03447245460364
265.9590043101118,339.2264688630862
261.78456639908575,336.85724207064845
257.07143110649935,334.32724159341757
250.18977479953924,329.97416597039904
253.8901466946602,332.103548613287
259.0413673246341,335.3002873037397
244.45909916448093,327.0257268173057
246.163552883656,327.75494644167526
235.45854805537854,321.803886402095
243.31102902943206,326.1492560162419
264.4213393846791,338.24754208470483
247.15486989865917,328.24296806665853
247.21589436523104,328.465274282847
252.7976911791465,331.5095973825733
236.0336381109805,321.945902245185
258.1080723476158,334.86404054423656
260.98274410244034,336.3054663155034
253.20178103268492,332.00027788588756
264.36184622304364,338.151572380787
238.53599529484723,323.3196032848153
266.0374043834286,339.09671674141066
243.66794397426165,326.3526146883584
238.87656605290545,323.66795808574165
247.94036595502783,328.819551586757
266.1506922501794,339.46629405472646
249.8690850828018,329.837908470065
241.91225220292245,325.35655697211996
238.8118426727903,323.479607444204
249.07156321554652,329.50572958736103
232.69793919226285,320.068816963494
238.71087989561482,323.5494727616736
263.41688757959145,337.6226220698895
261.50428803410415,336.53926476304963
248.92313257483076,329.2969461626148
245.97916882185427,327.6509884641145
250.50234263724238,330.300095075625
270.2988454243653,341.80130695901875
253.54959572002497,331.9514300419982
257.958614667962,334.4100385364232
248.13887923626498,329.1744052051794
250.58395273871002,330.20649632967843
255.56277717184247,333.30824124292536
251.09044989795188,330.6331819301196
233.55566804404927,320.534878794462
261.08988582723333,336.40256953064306
244.69202817736414,326.8910033265227
268.26134851683304,340.59676938644765
255.97021196638178,333.3962597975905
250.55632401175785,330.4558668589598
253.7762625887026,332.2458641357142
249.0304010168062,329.5094369305886
245.81272482665807,327.5239180244528
251.8096714174036,331.0175223857662
257.72363790733925,334.3220760689568
245.99470517143484,327.64677916946835
244.66309687594136,326.799044067817
246.85572463631686,328.33627186455914
258.2421311287788,334.764431999244
262.57092928400584,337.27751673099385
253.14638976902313,331.79057129848644
255.02444913043632,332.9236815067535
244.42338672644286,327.0649603786617
257.6079250116681,334.35778033866336
254.81070332444384,332.70235763122423
243.82362682832706,326.49523298129316
234.6445956361081,320.8429082903899
239.42635498657538,323.90268829881165
244.22312001629683,326.6217950773773
260.11228801104033,335.7237497390439
263.42277226040306,337.80827198334225
246.19096412329682,327.80708615681704
246.5574698644384,327.8043300459538
252.29804860293834,331.2521241808974
250.24960541450676,329.8106009216945
258.0474621939968,334.6800682874894
245.45489322903813,327.4085939813891
258.25948348711376,334.67701471166276
247.9012468427118,328.85065114357366
257.4597628707985,334.15880591671834
247.70104659334316,328.5610948587923
244.66958477354268,326.9706563394953
266.5955898998133,339.5019479087459
259.2282699906583,335.32070916115504
234.5086166369261,320.99096106166695
246.15137444833448,327.73054475899426
260.45329980942194,335.9928120589027
239.67195417742573,323.95549072332767
256.65914762941367,333.8795845612159
255.8082717378807,333.2809003152201
243.9444286883446,326.5056256188053
249.9600787237166,329.89280475390973
231.97663028457742,319.4170370981045
265.2867649276109,338.93117679335023
247.29820399990516,328.49779775991226
256.8467911204134,334.21727093815775
255.36822059810828,332.97879600734717
261.77004060242086,336.77130743145824
246.25390779480315,327.82235389118745
251.7156881271601,331.1047955443654
254.86738312424504,332.7516291811948
257.61498393308176,334.2612927576913
259.93661135488605,335.8763710464501
245.88158544165498,327.58566865017843
244.2036894265895,326.7549555435072
261.74080003142916,336.8665651490218
232.35989943245704,319.8120317341662
263.6055940823674,337.83506539303454
247.4013735021369,328.4544682826675
249.9612443982513,329.9758700915007
244.0475847221474,326.66303366658684
249.6224368608356,329.6900488293817
261.0029376726991,336.3651174379898
256.7318018584891,333.75743918389105
254.3164954223759,332.3773402938145
250.77120976006557,330.4416856349083
237.57865829916523,322.6021954745782
242.5865319553837,325.95776504320895
247.08744310241724,328.1806717939251
253.9655987881265,332.28491050510814
250.5447988830554,330.4494339450188
258.5605424073158,334.8427917373504
254.21686834647858,332.16871752962146
250.49293710005793,330.23321945653544
269.7524119854302,341.3030448205466
253.63184496491337,331.8339936965554
246.2450263097771,327.86496118038303
266.0974320850741,339.3177698870008
260.33875263649526,336.10098611497153
265.7838227368149,338.98337288705204
249.119258080861,329.3068510397143
258.4754212089446,334.8463223801831
237.42237173863901,322.7281020059442
256.74362720566603,333.99982327076617
248.56354205341484,329.33353898133953
238.2041299125173,323.3298872006433
258.9287546350318,335.1869514041684
234.2838279209994,321.01858204140404
233.46750033412178,320.3809990561322
253.13071845636838,331.82696574548237
255.0075790902843,332.75356879924385
258.4018485612492,334.85804781468113
256.4211558749606,333.7174921118381
262.70213239311045,337.53243383925883
256.0757310074035,333.48138426930393
248.84975106451006,329.3463007187713
249.35066096644732,329.65246588161284
247.5786338243027,328.54950546029227
252.59903506063873,331.4078897127846
240.4317654445914,324.62575101737076
253.00151871880897,331.61966105033287
249.31803298212157,329.45293138741937
252.35305722010153,331.4370884994155
252.3559215469437,331.4938848814605
228.7853360674726,317.69958377032174
242.2163692420076,325.4557675669053
249.0451209968935,329.48132566668403
249.5548787997001,329.66127336849195
252.28546293666886,331.22924825486785
252.57443337278062,331.5879164042759
263.1006092022133,337.6337457103401
252.64041187827132,331.67584209588466
247.35176461759585,328.3264040683968
236.17630761429106,321.96086810950123
238.13360294761125,323.18140028668574
254.68377615205907,332.5972979328583
259.1516544319617,335.35780583273885
263.28743304551557,337.81291080136094
242.85940351902815,325.81001432307653
247.36652719909065,328.4840199829071
252.02589034890292,331.33772870679894
267.64103119504546,340.3928160948786
250.9574394313391,330.63889562402875
263.4046589427996,337.80770674759805
251.51469534546138,330.77592876181893
259.9694358123687,335.7973343787497
258.86260121923357,335.1811213321072
251.4488839281198,330.81222207238955
241.19296067547694,324.8465746290879
247.73363869103818,328.5435641768512
262.9823959674183,337.2947340581438
257.6995831355174,334.22043418178566
246.2155058779182,327.8819295649545
247.0281352639027,328.3012479436548
235.03438977069504,321.30373520811736
262.524913670162,337.19298900250163
257.66301199833197,334.44854508480216
248.8210994003738,329.3003593147889
251.80024257075846,330.8845767849664
231.1541004353015,319.22473899778976
245.76972251183489,327.59276561876186
261.54334332558676,336.6952556881553
258.45857149749435,334.98027194148744
252.9046331024333,331.5830390305178
249.81184956934047,330.0315209326696
256.9040754808859,333.9698990817416
247.51870355078515,328.67002938765864
235.5466115742057,321.7401391711035
249.9982539670083,329.8790414243759
253.4659707598803,332.0591490880508
259.7063602194275,335.64164463934657
237.51736301296557,322.7966462640621
248.9402754486428,329.3772706339497
249.3521458823284,329.61604315259746
240.4222442730818,324.5641214445639
254.19447892261368,332.4884148932222
256.4708730710086,333.7394797039198
247.5571275729274,328.41733299947794
267.77290189125404,340.3182830988404
247.19808052427172,328.46586674000497
246.01658716504048,327.9658040038586
245.82679363491278,327.71477849542885
243.0325296770908,325.7580311337373
245.1547757450126,327.2116647190261
237.4898573281681,322.98642533289785
248.31009964548008,329.0963367954913
250.4813068587436,330.3158321271107
230.1853390850772,318.66394963857954
249.1482102326396,329.4363529048384
250.34098735170505,330.2520742169471
254.46899478640762,332.5512537849924
260.4334269256943,336.02147591915684
257.33152148185786,334.32851758864973
244.6738282221039,326.81792567844445
243.55808438799787,326.42948169290594
255.039795931525,332.86090541781687
245.24738444586964,327.28617488184545
239.43476562020734,323.73844235720185
270.52467875515634,341.93304845505156
247.2367237358954,328.5716495924344
244.5998734945253,326.82280982101065
231.07110799827583,318.9432015531308
257.3594592551157,334.28108450148306
241.37148407005972,325.1863110686432
250.32035414483667,330.0175415360841
258.44383800959633,334.74730668258627
241.60261686161908,325.0993232918165
250.72935541551715,330.32636839989954
263.2372453452778,337.5481667136004
228.82865241221893,317.534908549468
242.95136061863144,325.99848459317684
242.14950147339016,325.5066246370914
248.4662966176426,328.9183497307751
249.51325907325588,329.8872424677732
240.72514138206438,324.8392737003507
244.37050586455604,326.6631029412397
243.24534789792497,326.23490121918934
246.9907259133088,328.1964307085922
251.8808084750413,331.10679881254424
257.9275047242314,334.4804414878105
259.0287219479303,335.4684147897007
255.67543961236916,333.2425354627941
242.42483965161654,325.64108020917945
250.0058533620498,329.9239432729876
270.46923002390577,342.03284167662866
258.69178011606584,335.236049084503
246.10357215626357,327.9387198159071
263.6530305446187,337.99302107870625
246.67046170944064,328.0055456890466
244.17007665030036,326.72968407984655
262.08774527381996,336.97804975536457
238.5924840169273,323.565411470598
233.37040488027662,320.5277520512932
258.18422684681263,334.6501948418607
250.19241921219913,330.220538780443
251.0689156772812,330.69589330868524
247.008664538629,327.9526882130375
247.89454002013164,328.8768963107538
246.05424165366009,327.6720558736221
244.62304432081888,326.79330182129974
246.73472348485157,328.0174203776233
246.42616938435884,327.9210314275816
242.80025107233834,325.89865552407485
245.34696934128763,327.1559015234286
228.3159743549607,317.5026436965903
255.90033748718716,333.4731597214919
253.28660215930972,332.1125034554728
249.31850244899056,329.48221173366545
252.07277007073338,331.1563446202765
252.35616666155946,331.39054769385166
243.67259005104145,326.479359579827
245.40293048127796,327.31075192794475
254.51542398321217,332.745388435969
251.89390101104,330.8697369275553
267.7583419310375,340.10805931090846
264.00882049165114,338.1282542630945
258.15066338106044,334.54287971637916
243.46190564663942,326.0896132901433
245.13718177605364,327.13150816645543
241.28344886598973,325.0565749583032
252.51756796017236,331.2345913772081
226.25411982261062,316.30997404848705
245.97659235766346,327.7963609172278
247.3535053247216,328.4495352531064
236.81769826674625,322.34660569929895
256.8885105753368,334.0234759866139
240.1443487979385,324.28765405185015
252.24919451269784,331.4591341419674
274.1637903228378,343.82263592718476
236.05086436915357,321.9404994351909
248.70322277621221,329.27505593755757
246.4902144003759,327.9299242295172
244.9303624510796,326.74149623276134
256.59201285749396,333.7873206993804
259.5360822479297,335.60960313799904
256.64367693893536,333.925576978717
243.71796086636255,326.4140293055714
271.1326357664018,342.0741627227931
234.64947880707268,321.1830188619751
241.0858418263774,324.78719348273387
251.45222457518474,330.8792589395874
250.45749223838433,329.23190120133023
252.35566381803793,325.72459552735
257.8233815325121,316.2710145308215
249.4314912496163,331.05569053109633
250.549498345302,329.0040183282042
246.95464922985101,335.1066459746356
252.86172315353497,324.85878406293585
248.38129492346735,332.742913265427
248.54051675347048,332.8415200947283
252.67185607079205,325.26699392843443
255.17339050777497,321.0366208854877
238.9682698951595,349.12784589450877
251.7059423646289,326.8190158713802
248.49631763524988,332.25188775742396
254.64917499262296,321.74206455255126
248.77078452321553,332.178479134802
256.5128252572809,318.7369219651547
246.67876509084678,335.89302892035494
238.85672924855535,349.32006108299015
255.24847795642046,320.8874596587807
245.72996619134437,337.27511305164336
242.1753495115205,343.7296135554877
250.00066375814103,329.81501430943166
248.70794325081633,332.0158280323892
254.16463332706647,322.9000545861039
254.34659928924935,322.2048377287466
250.6872292644138,329.29264219731886
245.58284792037995,337.6667305027723
251.46483585960843,327.5324110896744
250.75596069010686,328.5289537113054
252.8173806359449,325.05710062543443
245.5890081808299,337.5547105191968
247.9512113477642,333.4402390421092
252.60170667732368,325.6203041987862
256.197700849155,319.1753520315056
254.91772823107485,321.68574509177944
250.6409127127754,329.4225430882802
247.53743025821097,334.20618766193104
252.03229370381132,326.5104271518118
244.5759119237112,339.4706925442938
246.0718737223739,337.1660152539135
257.54169905415716,316.92086450579797
251.93837742897549,326.47682842483806
248.1526980263639,332.9463527741348
254.14067186577753,322.8165491615158
256.39604395322243,318.83205086176423
247.95088411940944,333.9511746736391
248.0162348695036,333.78995448043867
247.14719181866835,334.7343341487299
254.7576979630098,321.61727338029027
254.8741759163476,321.5724336894347
257.05051996413295,318.06758648685474
255.04795223168887,321.26809288780845
241.78285691937148,344.103061181114
251.39972229027134,327.5638335147828
244.65364459996195,339.1344622154069
247.4876041820005,334.4720926473866
250.7915668972602,328.4871591740228
254.1336219329086,322.7382695824358
245.6464097077415,337.77302634422153
238.30985933636285,350.09424458758366
250.77741584769498,328.36425064667105
263.22608461718033,307.11074820810984
248.95455098910625,331.73867612274967
250.27886705632073,329.6192711900813
258.93831196872696,314.58188392321017
252.94860887258778,324.88647592210094
251.0790186691956,328.11887615754387
252.14685611549706,326.13436444155457
251.25843773094937,327.8369913260327
244.37754936008542,339.9146271276668
243.2084712502732,341.56858350731164
259.4336731341169,313.65931935443973
251.0093438636728,328.45944289695774
250.54424822333954,329.1584192438902
249.66226535909965,330.8468681367856
253.8561637690221,323.2072999637806
262.5349063102117,307.9227517129186
252.63714029149307,325.4724693892382
247.0909654220756,335.111109852945
249.45150452810927,331.2237064159308
255.4578787749917,320.784305807104
247.1324803542198,335.07403844279565
254.3275171820793,322.65759841284546
238.37970090452956,350.0885841408602
248.74502372041533,331.9298597562705
253.15089502388497,324.56603397279144
256.4357210909372,319.04951877987975
245.9644714335202,337.12101268650434
242.55838474560437,343.05601717882473
248.6592794463813,332.2366449802101
244.3499079305037,339.7331371642059
249.29668254170676,331.314866669237
249.91940379814375,330.03029523761035
243.35961236561755,341.39834535071594
254.04800156921226,323.0482520602813
249.27982681692114,331.3995574919726
255.3850196550381,320.6329666230512
240.67473863625085,345.9191885836618
244.85031665900993,338.7723524064773
252.60098506319653,325.5356961377945
246.0210333478802,336.9300765958669
249.19821354530862,331.436982503877
250.04864108423877,330.02001022888237
250.79178311389762,328.6297535298627
246.6351234631573,335.881148331976
250.74253338012022,328.7048890947501
246.18676471166708,336.83446395719307
253.49544680232813,324.232176949457
249.32280850499214,330.9351278193311
250.75307765135503,328.64458085738806
262.8524682225517,307.74541693418416
244.44136223487507,339.57446008766465
257.0981829963126,318.06417092723126
236.72263831076688,353.04185609183827
239.5383694792335,347.95900122657076
243.84845303335734,340.7740803592834
244.1358252570673,340.21124350699085
251.04485287029271,328.2511003261295
251.60577798888397,327.580286169337
248.75627254548564,332.22435617713813
249.22431230680502,331.2827981906448
252.46949189899777,325.33165927679414
254.15179541295637,322.7757995984995
243.4804052319496,341.55346336648904
248.18264966647735,333.1295092889022
249.4580568736487,330.49066304994926
252.3834205336093,325.7721220615473
246.22263363790705,336.74112816572915
249.6011632759309,330.7999689049244
250.07718235338263,329.69834006319144
246.42869438502893,336.0726258192061
246.32285583702688,336.2868587852043
250.43633619199954,329.11170079190305
249.17249935697797,331.02733838346217
252.56851652622723,325.7039170966181
244.8425709824323,339.1843410861951
248.11509082462373,332.96106867061144
248.96164056605122,332.0472618826351
254.0603974696591,322.94658064334686
245.40403070081163,338.20547880585457
251.17654662996665,327.9697515466819
251.27551604370493,327.8178503248655
258.2642399999535,315.760403363534
244.89613142764452,338.6821464174467
246.81729522523577,335.7515412042493
245.2161071768949,338.06166929996715
241.61628413818116,344.440608479988
258.86883732422814,314.74357608590225
243.74839624387974,340.72625628629163
245.98580913540394,337.10828877692217
256.6979860472293,318.67392109244827
241.32215382125023,345.23297968207277
253.6140853418067,323.3529975023651
242.94577694055906,342.2434421407995
256.3225602099773,319.2547410045451
239.03657776962052,348.7258545584829
241.29531943384544,345.2216711216829
247.3331926244984,334.7525380246961
254.7541433870548,321.52316412876587
249.9174554149369,330.309817948367
248.34504095724245,332.92101270520766
256.78654575244275,318.3754343066227
260.6925125847589,311.28676246547485
253.3742885911492,324.18558794400394
246.73808067066898,335.3088342977658
247.7120916069619,333.50737533829863
243.56995920070818,341.1653230444198
250.59940165995022,329.18192539217733
241.87394004078894,344.1253360775577
252.75382368623292,325.2175482475691
260.0116292969954,312.62184256704796
253.50632934159347,323.7383463540019
247.635047681146,334.0518453929739
252.6712060093488,325.45767236797747
258.0649758748397,315.9440075764003
257.91747590462256,316.4366468362586
244.99818247796657,338.70259708512305
252.57893317073848,325.59655260251094
249.28645300164624,331.41363220544724
253.98734788094237,322.9883597962247
251.97517380292385,326.71077473679424
238.11792308706663,350.50306556919134
248.28933738530978,333.03085746001585
250.9368663750127,328.24814556844774
242.74930589959598,342.3764298074267
252.9130657696743,324.9727950302641
242.21666067773825,343.1040991483018
245.98214724967542,336.8998716121907
256.5674432690094,318.30357918112765
245.64859470259955,337.6927018662846
252.96077704130974,325.0818058537899
241.15731103991845,345.14319631010545
260.44366627445294,311.9967019878486
248.55509924451405,332.6824686631338
250.55476016202059,329.21962105786554
250.91375596975305,328.46021840146267
253.1014269719722,324.775031843692
242.34786634390952,343.12401801627243
249.98051626250506,330.05037131639386
246.66570352944572,335.6817502131395
241.48866596697968,344.5953053906243
254.9387341819595,321.45307415006295
248.269232095436,333.06728402204595
251.3133649431201,327.9578869432272
250.92219023589976,328.4557507626374
248.3813314531936,332.9320022706747
259.9317127505438,312.9284255445284
249.9964240402787,330.54370061706254
242.05348500732597,343.40176122976476
247.93851637860294,333.4330075978633
252.62634509936623,325.7458480601857
252.63249032032402,325.36999039979486
244.63780812568268,339.4647493937709
254.66733194579297,321.9619458388499
241.36798123160023,345.37213555899814
255.62428267211888,320.0358457703481
243.50907158599688,341.48697791184964
249.02029209059185,332.04682013672647
255.2349921383629,320.72984386369825
250.66582689631616,329.0033280352507
253.99987801026478,322.87890846497805
253.095921867353,324.6437383439881
256.4091219004388,318.8477576505012
255.10296465990194,320.6808551528415
247.7680182219244,333.9507526931372
253.17712170501775,324.5257316186006
242.49533268802853,343.29428087291706
249.76340205633988,330.53202839031553
254.29082004073007,323.0262584681366
250.67850841344617,328.846197430964
252.22405948699577,326.12670995906734
248.9176723658833,331.83777512258257
255.60727768857868,320.19999240902797
249.40672429357346,330.5860334831505
247.65367967390316,334.0199070902297
254.25350559040234,322.2191412618577
243.0133476241546,342.1916435587032
252.39777434603633,325.5989209490857
244.71012415176153,338.98346721026286
256.3316615227631,318.89935850727886
248.67711583887885,332.2503155720273
250.67551841242414,328.8313414392209
252.1567706701033,326.48125953572134
240.30156144518648,346.6826823123204
246.78865766736547,335.6582373078643
255.45422958626617,321.0991706870863
254.37150465032732,322.5038019806621
251.39953015274224,327.5398447109395
243.1852056304753,341.6477397607654
252.91068769878385,324.91967471165657
253.49024901793558,323.7774673011463
250.25835282767125,329.6062520615311
256.12482193840475,319.41220604309837
246.3955873719628,335.8105819590197
247.44910494205644,334.41456824398136
237.67013910906445,351.57117477588486
254.5645734504424,322.01410449851323
251.51276729825494,327.2492308249114
241.4715859875006,344.496106223008
241.04609816922164,345.1370144885672
245.70884382161438,337.59877037758963
253.95257322553658,323.11764668681843
248.56505658805327,332.63979920787864
246.10868194312079,337.0462253318409
245.04920292441352,338.7592816098613
244.69846938999152,339.0740459101285
240.34415440224024,346.7533886982917
243.9097799498898,340.42561598303416
244.58577002143213,339.2360637142218
253.44280484623005,324.10545011826576
249.09930596964745,331.39358904602096
245.68075764261846,337.03931688937064
261.4716979130292,309.95280678640614
246.6539387451961,335.73417186882057
255.96727154675835,319.96866219802075
258.06302635861283,315.9362411941413
242.19453223847736,343.621851558004
250.35523889974013,329.3510465300329
247.51854154645125,334.54329314719183
247.10558550364723,335.24469224293966
252.8787438360782,325.2491044349848
246.73548013926165,335.307517555233
247.53805759601636,334.3055541384569
249.22515153263535,331.4938646336669
248.16604586688973,333.2528094498158
244.18727982395112,340.1952459402617
253.98458586944213,323.1101650278623
255.17815448820173,320.88221649564844
251.57112000286668,326.9393208532499
248.06132879237703,333.2287631450441
246.70587743682077,336.24120962051313
246.43984105978055,336.06924593226256
261.6171936539914,309.486552304702
254.752640803679,321.9147145300488
245.8735346170274,337.31833970071926
250.934974699664,328.63804119442096
248.22811280938782,333.16319434016214
252.99223312008215,324.9864205108208
252.87686299267196,325.3851705572459
255.35348837133,320.5783914447149
245.66547783786135,337.3188424702727
250.42888251820133,329.0382363800867
241.23424875386667,345.1295726075144
243.83743652084806,340.9605575347246
254.46623624493623,322.3698655787141
245.28890300754048,338.25759774086663
245.63789932140773,337.19151841731957
249.89857788705422,330.03703088718584
253.31483253996177,323.8914100956312
244.79729888159233,339.24559183154184
232.73327687062564,360.2239710388782
245.716396248256,337.57533268296135
255.94268221139313,319.5096152674834
251.8440221679295,327.10246441358595
256.5974415003646,318.5222451394001
244.23574403043716,339.74109235096455
241.71949880327855,344.14936793393406
252.27549010583482,325.97270419745547
251.20440731424742,327.92382104281285
251.51379878328189,327.34575475258947
254.54264253952684,321.8493786372816
252.21350090287964,326.40876725545
252.01504511048265,326.47971830521345
253.51322217184776,323.7721699288281
252.60823816607103,325.70445945052126
254.18474367638356,322.51513009819774
254.90153809599786,321.18450894578245
257.7686446516797,316.79881024666224
246.9178423680936,335.71673118530816
252.36279184793977,325.8151052679285
248.14440203754668,333.20479594780704
245.73290098636383,337.1614993496407
246.5527740634024,335.97186897740494
252.4335803034971,325.6897742172979
252.08241819157809,326.37272020157405
252.0375029622293,326.5527930263662
248.77632957405075,331.8998302538573
249.98573997477678,329.9523368203573
253.9325514259668,322.82786484249243
242.5222919011472,342.88077289455964
250.1151188642436,329.78192146403705
250.46961120034624,329.2324060262091
253.78726928239877,323.48817248901304
243.32703994680557,341.73869039915763
257.34232969568234,316.97477861730175
250.93943675564273,328.0755924027391
251.3787118345196,327.717792640894
247.81652198701693,333.37410260029515
252.70598603800443,325.3497547400254
250.1375538844563,329.52569109542526
256.18111946398017,319.6085499689169
242.81421857443505,342.4962290027088
250.85874968140615,328.46877071687834
252.14888548872304,326.523565329312
248.97604471297197,331.56086218049717
247.90103139036177,333.4608383485681
248.07596841198927,333.08022949907104
250.79828175231032,328.4443276009736
240.95549826212445,345.6777596610189
254.8678522922555,321.66742288047163
247.6826022218485,334.20613503017915
250.48098774888265,328.8019599717369
251.82062756271557,326.8122079624236
247.27500319987678,334.4982000020378
249.32702958137526,331.1245615387513
240.0259432925703,347.74240569086675
253.6858940066939,323.67421666149255
255.4782409530937,320.69130132736683
241.6648330853732,344.8290708401329
248.0651677042942,333.57669948892254
243.81186257698275,340.62858552494686
249.00080809276966,331.47548473252056
253.24057110328644,324.3811373496642
254.88737973318226,321.4212688294022
255.47723853085202,320.20824032206656
256.573583840267,318.6624038003017
248.9109625365859,331.939445477591
244.41841685680154,340.0214089307424
